state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,poverty,unemployment
NC,Guilford County,South,2,11.605,24.522,29.413,34.46,18.0,5.2
NC,Halifax County,South,4,23.21,36.062,27.332,13.396,27.0,8.0
NC,Harnett County,South,4,14.217,31.278,35.243,19.263,16.0,5.7
NC,Haywood County,South,2,12.993,28.617,34.623,23.767,16.0,4.6
NC,Henderson County,South,2,11.3,26.157,32.82,29.722,12.0,4.2
NC,Hertford County,South,6,19.677,32.983,32.388,14.952,26.0,6.5
NC,Hoke County,South,2,15.352,28.675,38.222,17.751,20.0,6.5
NC,Hyde County,South,9,19.391,40.993,30.868,8.749,22.0,9.4
NC,Iredell County,South,1,12.136,29.2,32.98,25.684,11.0,4.8
NC,Jackson County,South,6,13.203,26.794,30.636,29.367,21.0,5.4
NC,Johnston County,South,1,15.031,30.216,33.545,21.208,13.0,4.6
NC,Jones County,South,3,18.529,29.277,38.159,14.035,22.0,5.3
NC,Lee County,South,4,19.049,26.003,34.127,20.821,17.0,5.9
NC,Lenoir County,South,4,19.728,31.493,35.097,13.682,21.0,5.9
NC,Lincoln County,South,1,16.07,31.438,32.78,19.711,13.0,4.6
NC,McDowell County,South,6,17.596,35.167,32.593,14.645,18.0,4.8
NC,Macon County,South,7,12.254,30.605,34.327,22.815,16.0,5.4
NC,Madison County,South,2,17.52,30.583,27.19,24.707,19.0,4.9
NC,Martin County,South,6,16.295,36.102,31.821,15.783,23.0,6.7
NC,Mecklenburg County,South,1,10.378,18.43,28.094,43.098,12.0,4.7
NC,Mitchell County,South,7,18.341,32.624,31.57,17.464,16.0,6.1
NC,Montgomery County,South,6,23.616,32.078,29.795,14.511,21.0,5.2
NC,Moore County,South,4,10.427,24.207,31.19,34.176,11.0,5.0
NC,Nash County,South,3,15.902,33.721,30.803,19.574,17.0,6.6
NC,New Hanover County,South,2,7.714,22.185,32.175,37.926,17.0,4.7
NC,Northampton County,South,9,21.726,38.195,28.801,11.278,22.0,7.3
NC,Onslow County,South,3,9.018,28.958,42.508,19.516,14.0,5.5
NC,Orange County,South,2,7.62,15.033,19.654,57.693,13.0,4.3
NC,Pamlico County,South,3,13.324,31.082,36.381,19.213,19.0,5.3
NC,Pasquotank County,South,4,14.565,32.04,34.518,18.877,17.0,6.3
NC,Pender County,South,2,14.48,30.029,32.385,23.106,15.0,5.3
NC,Perquimans County,South,8,15.09,35.409,32.096,17.405,17.0,6.4
NC,Person County,South,2,15.298,37.409,32.39,14.903,15.0,5.5
NC,Pitt County,South,3,11.226,24.866,34.449,29.459,22.0,5.5
NC,Polk County,South,8,12.214,25.158,30.836,31.791,15.0,4.7
NC,Randolph County,South,2,20.022,34.536,30.323,15.119,14.0,4.9
NC,Richmond County,South,5,19.73,35.034,31.427,13.809,25.0,7.0
NC,Robeson County,South,4,23.613,34.447,29.31,12.629,28.0,7.9
NC,Rockingham County,South,2,18.875,36.148,31.146,13.831,18.0,5.6
NC,Rowan County,South,1,16.138,33.178,33.06,17.625,17.0,5.5
NC,Rutherford County,South,4,19.009,31.865,32.397,16.728,19.0,6.7
NC,Sampson County,South,6,24.287,33.488,30.301,11.924,20.0,5.4
NC,Scotland County,South,6,21.442,34.341,29.53,14.687,28.0,9.2
NC,Stanly County,South,6,15.258,33.888,34.749,16.105,13.0,4.6
NC,Stokes County,South,2,17.824,39.25,28.61,14.317,12.0,4.8
NC,Surry County,South,4,22.426,30.819,31.474,15.282,17.0,4.8
NC,Swain County,South,8,19.735,32.803,32.126,15.335,17.0,6.1
NC,Transylvania County,South,6,11.788,28.355,30.203,29.655,17.0,4.9
NC,Tyrrell County,South,9,27.004,39.32,25.433,8.242,27.0,8.4
NC,Union County,South,1,10.841,24.987,30.542,33.629,9.0,4.3
NC,Vance County,South,4,23.673,36.31,28.555,11.461,24.0,7.2
NC,Wake County,South,1,7.696,16.176,26.057,50.071,9.0,4.2
NC,Warren County,South,8,20.808,35.34,29.217,14.636,26.0,7.3
NC,Washington County,South,7,20.738,37.681,31.906,9.675,26.0,7.4
NC,Watauga County,South,5,11.994,20.938,28.153,38.914,24.0,4.5
NC,Wayne County,South,3,16.965,29.437,34.934,18.664,21.0,5.8
NC,Wilkes County,South,6,23.132,32.932,30.176,13.761,17.0,4.8
NC,Wilson County,South,4,19.778,33.536,28.121,18.564,22.0,8.1
NC,Yadkin County,South,2,21.864,34.465,31.536,12.136,14.0,4.4
NC,Yancey County,South,8,16.582,34.428,28.847,20.143,19.0,5.2
ND,Adams County,Midwest,9,4.043,34.007,34.423,27.527,10.0,2.7
ND,Barnes County,Midwest,6,9.116,32.689,34.518,23.677,11.0,3.3
ND,Benson County,Midwest,9,15.022,32.375,37.607,14.996,29.0,4.1
ND,Billings County,Midwest,9,9.898,32.897,32.314,24.891,9.0,3.2
ND,Bottineau County,Midwest,9,9.177,32.087,37.46,21.277,11.0,4.8
ND,Bowman County,Midwest,9,10.248,32.596,35.214,21.941,8.0,2.2
ND,Burke County,Midwest,9,11.06,28.571,39.5,20.869,9.0,4.9
ND,Burleigh County,Midwest,3,6.595,23.704,35.474,34.227,7.0,2.6
ND,Cass County,Midwest,3,5.531,20.746,36.358,37.364,11.0,2.3
ND,Cavalier County,Midwest,9,9.001,28.349,43.976,18.675,10.0,2.7
ND,Dickey County,Midwest,9,12.319,27.273,32.455,27.952,11.0,2.0
ND,Divide County,Midwest,9,11.791,33.857,31.275,23.077,10.0,2.7
ND,Dunn County,Midwest,9,8.962,32.465,38.113,20.46,10.0,3.1
ND,Eddy County,Midwest,9,10.927,30.656,36.267,22.15,10.0,4.5
ND,Emmons County,Midwest,8,15.164,36.595,32.956,15.285,14.0,4.5
ND,Foster County,Midwest,9,11.255,28.577,38.536,21.632,9.0,3.1
ND,Golden Valley County,Midwest,9,7.599,24.656,45.432,22.312,10.0,2.8
ND,Grand Forks County,Midwest,3,6.335,25.12,35.45,33.094,14.0,2.4
ND,Grant County,Midwest,8,11.344,37.115,33.48,18.062,16.0,3.2
ND,Griggs County,Midwest,9,12.356,32.794,34.584,20.266,10.0,3.0
ND,Hettinger County,Midwest,9,12.096,36.084,38.032,13.788,11.0,3.1
ND,Kidder County,Midwest,8,9.035,35.746,35.522,19.697,13.0,3.9
ND,LaMoure County,Midwest,9,13.72,30.42,33.333,22.527,12.0,2.5
ND,Logan County,Midwest,9,15.591,41.621,28.984,13.805,13.0,3.5
ND,McHenry County,Midwest,9,10.022,34.723,34.504,20.751,11.0,5.1
ND,McIntosh County,Midwest,9,18.417,31.371,31.936,18.276,12.0,3.2
ND,McKenzie County,Midwest,9,7.633,31.118,36.669,24.58,8.0,3.8
ND,McLean County,Midwest,8,8.534,35.442,37.751,18.273,9.0,3.6
ND,Mercer County,Midwest,7,9.435,29.233,40.671,20.662,7.0,4.6
ND,Morton County,Midwest,3,7.941,31.193,35.567,25.299,9.0,3.3
ND,Mountrail County,Midwest,9,8.147,29.477,38.732,23.643,10.0,3.1
ND,Nelson County,Midwest,8,8.348,32.439,39.792,19.42,12.0,3.5
ND,Oliver County,Midwest,3,12.09,32.527,37.988,17.395,10.0,5.4
ND,Pembina County,Midwest,9,11.062,35.171,33.532,20.235,9.0,5.1
ND,Pierce County,Midwest,7,11.707,35.374,38.908,14.011,13.0,4.1
ND,Ramsey County,Midwest,7,9.097,31.316,37.708,21.88,14.0,2.9
ND,Ransom County,Midwest,8,10.047,36.578,36.163,17.212,8.0,2.3
ND,Renville County,Midwest,9,7.84,31.01,43.961,17.189,8.0,4.1
ND,Richland County,Midwest,6,8.58,29.08,40.475,21.865,10.0,2.8
ND,Rolette County,Midwest,9,16.044,22.306,39.163,22.488,27.0,11.0
ND,Sargent County,Midwest,9,8.273,31.295,41.475,18.957,8.0,2.0
ND,Sheridan County,Midwest,9,13.143,36.489,34.926,15.441,17.0,5.8
ND,Sioux County,Midwest,3,14.267,32.177,36.947,16.609,35.0,4.4
ND,Slope County,Midwest,9,11.417,27.756,31.496,29.331,11.0,2.5
ND,Stark County,Midwest,7,9.354,30.769,35.182,24.695,8.0,4.0
ND,Steele County,Midwest,8,5.927,29.841,41.075,23.156,8.0,2.2
ND,Stutsman County,Midwest,7,10.1,34.427,30.939,24.533,11.0,2.5
ND,Towner County,Midwest,9,7.73,33.252,40.429,18.589,11.0,2.3
ND,Traill County,Midwest,8,7.781,26.236,38.814,27.17,8.0,2.9
ND,Walsh County,Midwest,6,13.115,36.651,33.515,16.719,11.0,3.9
ND,Ward County,Midwest,5,6.68,29.887,37.056,26.378,9.0,4.2
ND,Wells County,Midwest,9,15.206,33.025,30.507,21.262,11.0,4.0
ND,Williams County,Midwest,7,7.675,28.423,41.393,22.509,7.0,4.4
OH,Adams County,Midwest,6,21.768,45.677,21.669,10.887,20.0,7.5
OH,Allen County,Midwest,3,10.717,38.856,33.04,17.387,16.0,5.0
OH,Ashland County,Midwest,4,12.568,43.113,24.681,19.638,12.0,5.0
OH,Ashtabula County,Midwest,4,14.567,44.339,27.975,13.119,18.0,6.0
OH,Athens County,Midwest,4,10.343,32.853,27.678,29.126,29.0,6.2
OH,Auglaize County,Midwest,4,7.163,44.639,30.426,17.772,9.0,3.7
OH,Belmont County,Midwest,3,10.147,42.35,31.095,16.408,16.0,7.4
OH,Brown County,Midwest,1,14.737,47.749,25.076,12.437,17.0,5.7
OH,Butler County,Midwest,1,10.314,33.303,27.249,29.134,12.0,4.4
OH,Carroll County,Midwest,2,12.959,47.779,27.836,11.425,13.0,6.8
OH,Champaign County,Midwest,6,10.851,45.382,27.262,16.504,11.0,4.5
OH,Clark County,Midwest,3,12.793,37.138,32.102,17.967,16.0,5.2
OH,Clermont County,Midwest,1,10.408,33.502,28.472,27.618,11.0,4.4
OH,Clinton County,Midwest,6,11.527,42.226,29.755,16.492,13.0,5.8
OH,Columbiana County,Midwest,4,12.374,45.367,28.323,13.936,17.0,6.6
OH,Coshocton County,Midwest,6,14.27,49.285,24.389,12.055,13.0,7.0
OH,Crawford County,Midwest,4,11.531,45.757,30.04,12.672,14.0,6.0
OH,Cuyahoga County,Midwest,1,11.473,28.297,29.339,30.891,18.0,5.4
OH,Darke County,Midwest,6,11.074,48.544,27.289,13.094,11.0,4.1
OH,Defiance County,Midwest,4,10.158,44.581,29.508,15.753,10.0,4.8
OH,Delaware County,Midwest,1,3.378,20.514,23.652,52.456,5.0,3.5
OH,Erie County,Midwest,4,9.416,38.25,30.741,21.593,13.0,5.5
OH,Fairfield County,Midwest,1,8.257,33.832,31.5,26.41,10.0,4.2
OH,Fayette County,Midwest,6,12.605,49.414,23.473,14.508,16.0,4.4
OH,Franklin County,Midwest,1,9.641,24.977,27.029,38.353,17.0,4.0
OH,Fulton County,Midwest,2,9.557,41.977,31.446,17.021,9.0,4.6
OH,Gallia County,Midwest,6,19.495,40.384,24.672,15.449,21.0,6.7
OH,Geauga County,Midwest,1,8.929,27.01,26.792,37.269,6.0,4.4
OH,Greene County,Midwest,2,7.395,25.208,29.75,37.648,12.0,4.3
OH,Guernsey County,Midwest,6,15.519,42.342,28.49,13.65,19.0,7.0
OH,Hamilton County,Midwest,1,9.873,27.039,27.492,35.596,16.0,4.3
OH,Hancock County,Midwest,4,7.505,36.379,30.278,25.838,10.0,3.6
OH,Hardin County,Midwest,6,10.564,48.852,26.184,14.4,13.0,5.0
OH,Harrison County,Midwest,6,14.113,47.198,29.024,9.666,17.0,7.5
OH,Henry County,Midwest,6,8.74,44.277,30.946,16.037,8.0,5.3
OH,Highland County,Midwest,6,16.116,43.152,28.728,12.003,20.0,6.3
OH,Hocking County,Midwest,1,11.6,45.305,28.96,14.136,15.0,5.4
OH,Holmes County,Midwest,7,41.531,36.313,14.43,7.725,12.0,3.5
OH,Huron County,Midwest,4,12.287,47.046,27.188,13.479,12.0,6.5
OH,Jackson County,Midwest,7,15.751,42.729,24.639,16.88,18.0,7.8
OH,Jefferson County,Midwest,3,10.109,42.242,32.219,15.43,16.0,8.3
OH,Knox County,Midwest,4,10.434,41.082,26.593,21.892,13.0,4.5
OH,Lake County,Midwest,1,8.051,33.456,31.453,27.04,9.0,4.8
OH,Lawrence County,Midwest,2,14.348,41.63,29.879,14.143,18.0,6.4
OH,Licking County,Midwest,1,9.609,36.374,30.688,23.329,12.0,4.3
OH,Logan County,Midwest,6,10.43,49.163,24.851,15.556,12.0,4.2
OH,Lorain County,Midwest,1,10.838,32.195,33.479,23.489,12.0,5.9
OH,Lucas County,Midwest,2,11.204,30.413,33.292,25.09,20.0,5.1
OH,Madison County,Midwest,1,13.298,41.95,28.402,16.35,12.0,3.8
OH,Mahoning County,Midwest,2,9.897,37.922,29.391,22.79,19.0,6.3
OH,Marion County,Midwest,4,13.414,43.135,31.155,12.296,15.0,5.0
OH,Medina County,Midwest,1,6.361,31.866,30.318,31.455,7.0,4.3
OH,Meigs County,Midwest,6,16.034,43.203,27.327,13.436,21.0,8.3
OH,Mercer County,Midwest,7,8.195,47.841,27.133,16.832,8.0,3.2
OH,Miami County,Midwest,2,10.913,36.038,31.985,21.064,10.0,4.3
OH,Monroe County,Midwest,8,12.512,51.089,25.702,10.697,15.0,11.1
OH,Montgomery County,Midwest,2,10.37,28.372,35.116,26.143,18.0,4.8
OH,Morgan County,Midwest,6,12.259,46.703,28.866,12.172,19.0,8.1
OH,Morrow County,Midwest,1,13.937,45.488,27.069,13.507,12.0,4.9
OH,Muskingum County,Midwest,4,13.498,41.413,30.022,15.066,15.0,6.0
OH,Noble County,Midwest,7,15.934,49.837,24.778,9.451,15.0,8.6
OH,Ottawa County,Midwest,4,7.692,37.693,33.315,21.3,10.0,6.4
OH,Paulding County,Midwest,6,9.752,49.714,27.488,13.046,11.0,4.6
OH,Perry County,Midwest,1,16.09,44.276,27.674,11.961,17.0,6.2
OH,Pickaway County,Midwest,1,12.918,43.276,26.5,17.307,13.0,4.7
OH,Pike County,Midwest,7,21.861,40.658,25.205,12.275,21.0,7.4
OH,Portage County,Midwest,2,8.082,37.232,27.406,27.28,14.0,5.0
OH,Preble County,Midwest,6,11.248,44.775,30.492,13.485,11.0,4.7
OH,Putnam County,Midwest,6,7.145,42.327,31.138,19.39,8.0,3.6
OH,Richland County,Midwest,3,12.81,40.876,29.918,16.395,16.0,5.5
OH,Ross County,Midwest,4,14.253,43.605,26.838,15.304,19.0,5.5
OH,Sandusky County,Midwest,4,10.672,42.307,32.206,14.816,12.0,4.7
OH,Scioto County,Midwest,4,15.88,40.629,28.497,14.994,22.0,7.6
OH,Seneca County,Midwest,4,9.244,45.474,30.57,14.712,13.0,4.8
OH,Shelby County,Midwest,4,9.3,43.448,30.163,17.089,9.0,4.1
OH,Stark County,Midwest,2,9.565,37.892,29.912,22.632,13.0,5.4
OH,Summit County,Midwest,2,9.017,32.138,28.132,30.714,14.0,5.0
OH,Trumbull County,Midwest,2,11.138,45.188,25.714,17.96,18.0,6.7
OH,Tuscarawas County,Midwest,4,14.068,46.415,24.537,14.98,13.0,5.7
OH,Union County,Midwest,1,8.064,35.65,27.195,29.091,6.0,3.8
OH,Van Wert County,Midwest,6,8.46,47.62,26.76,17.161,9.0,4.0
OH,Vinton County,Midwest,8,19.173,46.307,24.961,9.559,21.0,7.0
OH,Warren County,Midwest,1,7.12,26.084,25.84,40.956,5.0,4.1
OH,Washington County,Midwest,4,9.795,41.297,30.498,18.409,14.0,6.9
OH,Wayne County,Midwest,4,14.573,40.532,23.427,21.468,12.0,3.9
OH,Williams County,Midwest,6,11.39,45.039,29.373,14.199,10.0,4.4
OH,Wood County,Midwest,2,5.92,31.41,30.987,31.683,11.0,4.1
OH,Wyandot County,Midwest,7,9.711,47.999,27.661,14.629,9.0,3.7
OK,Adair County,South,6,20.549,42.938,23.084,13.428,29.0,6.0
OK,Alfalfa County,South,9,11.456,40.061,27.578,20.905,16.0,3.4
OK,Atoka County,South,9,18.204,40.595,26.486,14.715,20.0,6.7
OK,Beaver County,South,9,15.842,37.761,24.862,21.535,12.0,3.2
OK,Beckham County,South,7,15.495,39.804,26.405,18.296,17.0,7.5
OK,Blaine County,South,6,14.961,38.076,29.993,16.971,18.0,3.8
OK,Bryan County,South,6,13.945,34.16,29.819,22.077,17.0,4.4
OK,Caddo County,South,6,14.158,41.344,28.424,16.074,21.0,5.4
OK,Canadian County,South,1,8.24,29.531,36.45,25.78,8.0,4.0
OK,Carter County,South,5,13.475,37.997,29.059,19.469,16.0,5.2
OK,Cherokee County,South,6,14.329,31.992,29.58,24.099,23.0,5.6
OK,Choctaw County,South,7,19.441,39.671,27.934,12.954,27.0,7.8
OK,Cimarron County,South,9,15.519,37.797,26.909,19.775,18.0,2.5
OK,Cleveland County,South,1,8.735,25.44,34.056,31.77,12.0,3.9
OK,Coal County,South,9,17.088,39.923,26.031,16.959,22.0,7.5
OK,Comanche County,South,3,10.369,33.629,35.332,20.67,16.0,4.7
OK,Cotton County,South,3,12.323,40.62,30.675,16.382,17.0,4.9
OK,Craig County,South,6,14.361,40.355,30.953,14.332,18.0,4.9
OK,Creek County,South,2,13.736,40.976,29.684,15.604,16.0,5.9
OK,Custer County,South,7,12.08,34.447,25.719,27.754,18.0,4.7
OK,Delaware County,South,6,15.532,36.863,30.882,16.722,18.0,5.0
OK,Dewey County,South,9,9.475,44.144,24.355,22.025,13.0,4.1
OK,Ellis County,South,9,12.11,36.083,29.94,21.867,13.0,3.9
OK,Garfield County,South,5,12.766,36.396,29.481,21.357,15.0,4.3
OK,Garvin County,South,6,15.341,43.342,25.949,15.368,18.0,5.4
OK,Grady County,South,1,12.341,39.211,30.662,17.787,13.0,5.0
OK,Grant County,South,9,8.97,35.087,31.664,24.279,13.0,3.3
OK,Greer County,South,7,14.196,37.486,33.913,14.405,27.0,7.5
OK,Harmon County,South,9,23.005,26.656,28.795,21.544,26.0,3.9
OK,Harper County,South,9,17.965,35.731,22.178,24.126,11.0,3.9
OK,Haskell County,South,6,19.599,39.187,29.159,12.055,21.0,8.4
OK,Hughes County,South,7,20.324,40.108,28.696,10.872,25.0,7.5
OK,Jackson County,South,7,17.531,26.593,35.262,20.614,19.0,4.5
OK,Jefferson County,South,8,16.114,42.13,28.445,13.312,22.0,7.2
OK,Johnston County,South,9,19.014,36.676,28.495,15.814,22.0,5.9
OK,Kay County,South,5,13.004,33.346,34.178,19.472,17.0,6.4
OK,Kingfisher County,South,6,11.71,35.767,30.501,22.023,10.0,3.4
OK,Kiowa County,South,6,15.357,37.356,29.716,17.571,22.0,5.4
OK,Latimer County,South,7,15.852,34.76,33.521,15.867,21.0,8.8
OK,Le Flore County,South,2,18.184,40.821,26.467,14.528,22.0,7.0
OK,Lincoln County,South,1,14.859,38.805,32.005,14.33,16.0,5.3
OK,Logan County,South,1,9.734,33.132,30.584,26.551,15.0,4.1
OK,Love County,South,9,16.806,43.417,26.332,13.445,14.0,3.2
OK,McClain County,South,1,11.972,34.475,30.607,22.947,11.0,4.2
OK,McCurtain County,South,7,18.398,41.779,26.064,13.759,26.0,7.2
OK,McIntosh County,South,6,15.73,40.243,30.267,13.76,21.0,9.0
OK,Major County,South,9,12.073,41.286,29.77,16.871,12.0,4.2
OK,Marshall County,South,6,19.738,34.776,31.903,13.583,16.0,5.1
OK,Mayes County,South,6,13.783,38.325,32.573,15.318,18.0,5.2
OK,Murray County,South,7,17.196,37.965,24.669,20.17,13.0,4.5
OK,Muskogee County,South,4,14.466,35.888,30.478,19.168,21.0,5.5
OK,Noble County,South,6,11.539,35.154,30.572,22.734,13.0,3.7
OK,Nowata County,South,6,14.347,43.359,29.732,12.562,17.0,6.2
OK,Okfuskee County,South,6,20.907,37.642,29.323,12.128,25.0,6.2
OK,Oklahoma County,South,1,13.575,25.29,30.33,30.805,16.0,4.3
OK,Okmulgee County,South,2,12.734,36.639,35.073,15.554,21.0,7.2
OK,Osage County,South,2,11.987,41.552,29.586,16.875,16.0,5.8
OK,Ottawa County,South,6,16.157,36.195,33.755,13.894,19.0,5.1
OK,Pawnee County,South,2,12.437,43.011,28.062,16.49,17.0,6.7
OK,Payne County,South,4,8.816,26.402,27.711,37.071,25.0,3.8
OK,Pittsburg County,South,5,13.91,36.467,33.475,16.148,14.0,6.3
OK,Pontotoc County,South,7,11.503,33.931,27.588,26.978,16.0,4.1
OK,Pottawatomie County,South,4,13.468,35.466,33.332,17.734,18.0,4.7
OK,Pushmataha County,South,9,17.832,39.146,28.597,14.425,22.0,7.6
OK,Roger Mills County,South,9,8.109,38.458,32.276,21.156,13.0,5.2
OK,Rogers County,South,2,8.714,32.911,35.189,23.186,9.0,5.1
OK,Seminole County,South,7,16.203,35.785,34.125,13.887,23.0,7.1
OK,Sequoyah County,South,2,18.457,38.376,29.071,14.097,20.0,6.3
OK,Stephens County,South,4,13.132,39.976,28.876,18.016,17.0,9.7
OK,Texas County,South,7,28.273,29.512,22.105,20.11,14.0,3.5
OK,Tillman County,South,6,22.289,36.286,25.307,16.118,24.0,4.5
OK,Tulsa County,South,2,11.165,25.84,32.312,30.683,16.0,4.7
OK,Wagoner County,South,2,10.402,34.78,33.042,21.775,11.0,4.8
OK,Washington County,South,4,9.244,35.097,29.372,26.287,14.0,4.9
OK,Washita County,South,7,11.946,40.944,25.663,21.448,16.0,7.2
OK,Woods County,South,7,12.148,33.363,27.779,26.711,14.0,3.3
OK,Woodward County,South,7,12.572,38.223,28.335,20.87,13.0,6.3
OR,Baker County,West,7,9.587,31.606,35.815,22.993,18.0,6.4
OR,Benton County,West,3,4.999,14.33,26.976,53.694,18.0,3.9
OR,Clackamas County,West,1,6.726,22.428,36.782,34.064,9.0,4.4
OR,Clatsop County,West,4,8.055,25.605,42.254,24.085,13.0,4.8
OR,Columbia County,West,1,9.648,32.538,38.631,19.184,11.0,6.2
OR,Coos County,West,5,11.055,32.447,38.143,18.355,18.0,6.5
OR,Crook County,West,6,12.406,36.4,35.065,16.128,14.0,7.0
OR,Curry County,West,7,10.329,27.624,38.472,23.575,14.0,6.9
OR,Deschutes County,West,3,7.01,23.607,36.071,33.313,11.0,4.9
OR,Douglas County,West,4,10.897,32.416,40.361,16.326,16.0,6.4
OR,Gilliam County,West,9,10.097,37.771,35.079,17.053,12.0,5.9
OR,Grant County,West,9,10.362,31.816,36.095,21.726,16.0,7.8
OR,Harney County,West,7,10.436,35.441,36.799,17.323,16.0,6.3
OR,Hood River County,West,6,19.679,24.876,25.346,30.099,11.0,4.2
OR,Jackson County,West,3,11.09,27.082,35.767,26.061,15.0,5.8
OR,Jefferson County,West,6,16.475,29.258,38.15,16.117,17.0,6.7
OR,Josephine County,West,3,11.219,32.345,39.165,17.27,18.0,6.6
OR,Klamath County,West,5,12.439,30.674,37.984,18.903,19.0,6.9
OR,Lake County,West,7,16.07,33.39,33.219,17.321,15.0,6.4
OR,Lane County,West,2,8.866,24.728,37.726,28.68,18.0,5.1
OR,Lincoln County,West,5,10.737,29.792,36.426,23.045,20.0,5.7
OR,Linn County,West,3,10.346,30.435,41.091,18.129,13.0,5.8
OR,Malheur County,West,6,19.852,30.05,36.825,13.273,23.0,5.6
OR,Marion County,West,2,14.902,27.121,35.565,22.413,14.0,5.1
OR,Morrow County,West,6,24.893,34.595,30.555,9.957,15.0,5.0
OR,Multnomah County,West,1,9.328,17.646,30.345,42.681,14.0,4.3
OR,Polk County,West,2,9.01,25.84,35.397,29.753,12.0,5.1
OR,Sherman County,West,9,6.651,35.856,40.52,16.972,12.0,4.6
OR,Tillamook County,West,6,10.246,33.606,35.286,20.862,13.0,5.0
OR,Umatilla County,West,4,17.392,28.984,38.059,15.566,16.0,5.4
OR,Union County,West,7,7.356,33.638,35.75,23.256,16.0,5.9
OR,Wallowa County,West,9,6.753,32.506,35.591,25.15,15.0,6.7
OR,Wasco County,West,6,14.174,29.966,37.309,18.551,14.0,4.9
OR,Washington County,West,1,9.175,18.581,31.044,41.2,9.0,4.2
OR,Wheeler County,West,9,8.392,38.024,36.626,16.958,20.0,4.3
OR,Yamhill County,West,1,12.037,28.048,35.413,24.502,12.0,4.7
PA,Adams County,Northeast,3,12.208,41.865,24.06,21.867,9.0,4.0
PA,Allegheny County,Northeast,1,6.132,28.923,25.875,39.07,12.0,5.2
PA,Armstrong County,Northeast,1,10.9,48.837,24.759,15.504,14.0,7.6
PA,Beaver County,Northeast,1,8.068,39.113,29.416,23.404,10.0,6.3
PA,Bedford County,Northeast,6,13.343,50.799,22.095,13.763,14.0,5.9
PA,Berks County,Northeast,2,14.468,38.068,23.846,23.618,13.0,5.0
PA,Blair County,Northeast,3,9.326,48.13,23.01,19.534,14.0,5.3
PA,Bradford County,Northeast,6,11.147,48.266,22.905,17.682,12.0,6.6
PA,Bucks County,Northeast,1,6.433,30.174,25.044,38.35,7.0,4.6
PA,Butler County,Northeast,1,6.488,34.179,26.043,33.29,7.0,5.1
PA,Cambria County,Northeast,3,9.527,45.533,24.719,20.22,16.0,6.9
PA,Cameron County,Northeast,7,12.83,45.87,25.716,15.584,14.0,7.5
PA,Carbon County,Northeast,2,10.775,46.704,26.545,15.976,13.0,6.0
PA,Centre County,Northeast,3,6.7,31.144,19.761,42.396,17.0,4.2
PA,Chester County,Northeast,1,7.045,22.479,20.243,50.233,7.0,3.9
PA,Clarion County,Northeast,6,11.486,46.093,21.548,20.874,15.0,6.4
PA,Clearfield County,Northeast,4,12.887,50.762,23.132,13.219,14.0,7.4
PA,Clinton County,Northeast,4,12.366,46.009,24.133,17.493,18.0,7.1
PA,Columbia County,Northeast,3,11.026,44.615,22.999,21.359,14.0,5.6
PA,Crawford County,Northeast,4,11.679,44.875,22.814,20.633,14.0,6.0
PA,Cumberland County,Northeast,2,8.629,33.891,23.837,33.643,8.0,4.1
PA,Dauphin County,Northeast,2,10.921,33.994,25.76,29.325,11.0,4.8
PA,Delaware County,Northeast,1,7.597,31.579,24.04,36.784,11.0,4.9
PA,Elk County,Northeast,7,8.456,48.783,24.987,17.774,10.0,5.6
PA,Erie County,Northeast,2,8.93,39.801,24.306,26.963,16.0,6.6
PA,Fayette County,Northeast,1,12.636,50.401,22.229,14.734,18.0,8.2
PA,Forest County,Northeast,9,19.215,54.642,17.844,8.299,25.0,8.0
PA,Franklin County,Northeast,3,13.455,43.13,23.36,20.055,9.0,5.2
PA,Fulton County,Northeast,8,13.021,52.383,21.219,13.377,11.0,6.4
PA,Greene County,Northeast,6,13.277,47.706,21.686,17.33,16.0,7.8
PA,Huntingdon County,Northeast,6,11.394,51.161,22.733,14.712,14.0,7.1
PA,Indiana County,Northeast,4,11.046,44.064,22.736,22.153,20.0,7.3
PA,Jefferson County,Northeast,7,10.919,51.282,22.97,14.828,13.0,6.9
PA,Juniata County,Northeast,6,17.641,51.377,17.67,13.313,10.0,5.4
PA,Lackawanna County,Northeast,2,9.965,37.614,26.321,26.099,14.0,5.7
PA,Lancaster County,Northeast,2,15.399,37.352,21.598,25.65,11.0,4.2
PA,Lawrence County,Northeast,4,10.492,44.316,24.864,20.328,14.0,6.8
PA,Lebanon County,Northeast,3,13.968,43.323,22.85,19.859,10.0,4.5
PA,Lehigh County,Northeast,2,11.935,33.331,25.827,28.908,14.0,5.4
PA,Luzerne County,Northeast,2,10.906,39.159,27.882,22.053,15.0,6.4
PA,Lycoming County,Northeast,3,11.142,40.213,28.021,20.625,15.0,6.7
