state,county,region,RUCC,less_than_high_school,high_school_diploma,college/associate_degree,bachelors/higher,unemployment,poverty_log
FL,Brevard County,South,2,8.824,28.859,34.589,27.729,5.1,2.70805020110221
FL,Broward County,South,1,11.689,27.297,29.998,31.016,4.5,2.6390573296152584
FL,Calhoun County,South,6,23.13,39.852,26.542,10.476,5.7,3.091042453358316
FL,Charlotte County,South,3,10.579,34.223,33.594,21.604,5.3,2.5649493574615367
FL,Citrus County,South,3,13.289,37.516,31.349,17.846,6.7,2.833213344056216
FL,Clay County,South,1,9.192,30.7,36.17,23.938,4.5,2.302585092994046
FL,Collier County,South,2,14.322,26.175,25.623,33.881,4.7,2.3978952727983707
FL,Columbia County,South,4,13.757,36.114,34.22,15.909,4.9,2.8903717578961645
FL,DeSoto County,South,6,29.476,40.68,19.805,10.039,5.3,3.367295829986474
FL,Dixie County,South,6,22.236,43.224,28.142,6.397,5.4,3.2188758248682006
FL,Duval County,South,1,11.092,28.048,32.771,28.089,4.9,2.70805020110221
FL,Escambia County,South,2,10.054,28.151,36.912,24.883,4.9,2.70805020110221
FL,Flagler County,South,2,8.925,33.411,34.342,23.322,5.5,2.3978952727983707
FL,Franklin County,South,6,20.398,35.791,27.078,16.734,4.3,3.1354942159291497
FL,Gadsden County,South,2,21.164,35.649,25.705,17.482,6.2,3.044522437723423
FL,Gilchrist County,South,2,17.294,39.317,31.043,12.345,5.0,2.833213344056216
FL,Glades County,South,6,25.598,43.972,21.549,8.881,6.2,3.091042453358316
FL,Gulf County,South,3,17.471,35.743,30.076,16.711,4.6,3.1780538303479458
FL,Hamilton County,South,6,24.995,38.539,26.265,10.201,5.6,3.367295829986474
FL,Hardee County,South,6,31.137,40.378,18.855,9.631,6.6,3.1780538303479458
FL,Hendry County,South,4,37.136,31.66,22.065,9.138,8.5,3.2188758248682006
FL,Hernando County,South,1,12.966,36.641,33.99,16.404,6.0,2.70805020110221
FL,Highlands County,South,3,16.714,36.927,29.891,16.469,6.5,2.9444389791664403
FL,Hillsborough County,South,1,12.196,27.191,29.179,31.433,4.4,2.70805020110221
FL,Holmes County,South,6,21.74,37.642,28.282,12.336,5.4,3.1780538303479458
FL,Indian River County,South,3,12.432,30.15,30.251,27.167,6.0,2.4849066497880004
FL,Jackson County,South,6,21.615,35.482,29.213,13.69,5.2,3.1354942159291497
FL,Jefferson County,South,2,20.163,32.611,28.212,19.015,5.2,2.9444389791664403
FL,Lafayette County,South,9,25.229,37.337,23.824,13.611,4.3,3.1354942159291497
FL,Lake County,South,1,12.22,33.5,32.611,21.669,4.8,2.4849066497880004
FL,Lee County,South,2,12.991,30.748,29.544,26.717,4.6,2.5649493574615367
FL,Leon County,South,2,7.403,18.577,28.776,45.243,4.5,2.9444389791664403
FL,Levy County,South,6,18.097,41.3,29.441,11.163,5.2,3.044522437723423
FL,Liberty County,South,8,20.877,46.494,20.167,12.462,5.1,3.1780538303479458
FL,Madison County,South,6,17.294,38.563,31.801,12.342,5.2,3.4657359027997265
FL,Manatee County,South,2,11.522,30.929,29.676,27.874,4.5,2.5649493574615367
FL,Marion County,South,2,13.586,37.181,30.85,18.383,5.8,2.833213344056216
FL,Martin County,South,2,9.985,26.091,32.388,31.536,4.8,2.3978952727983707
FL,Miami-Dade County,South,1,19.376,28.36,24.983,27.282,5.3,2.8903717578961645
FL,Monroe County,South,4,8.99,28.793,31.146,31.071,3.2,2.4849066497880004
FL,Nassau County,South,1,9.074,34.874,31.525,24.527,4.5,2.302585092994046
FL,Okaloosa County,South,3,8.713,25.531,36.316,29.441,4.0,2.3978952727983707
FL,Okeechobee County,South,4,28.147,37.941,23.187,10.724,5.1,2.995732273553991
FL,Orange County,South,1,12.319,25.738,30.02,31.923,4.3,2.772588722239781
FL,Osceola County,South,1,14.293,33.638,33.393,18.677,4.9,2.70805020110221
FL,Palm Beach County,South,1,12.055,25.113,28.644,34.189,4.7,2.5649493574615367
FL,Pasco County,South,1,11.738,33.236,32.542,22.484,5.1,2.5649493574615367
FL,Pinellas County,South,1,9.603,29.057,31.829,29.511,4.3,2.5649493574615367
FL,Polk County,South,2,16.009,35.911,28.62,19.461,5.5,2.772588722239781
FL,Putnam County,South,4,21.59,38.225,27.506,12.679,6.3,3.091042453358316
FL,St. Johns County,South,1,5.339,21.246,30.94,42.475,3.8,2.0794415416798357
FL,St. Lucie County,South,2,14.188,33.191,32.789,19.832,5.8,2.833213344056216
FL,Santa Rosa County,South,2,9.831,27.35,35.931,26.888,4.5,2.3978952727983707
FL,Sarasota County,South,2,7.44,29.847,29.656,33.058,4.5,2.3978952727983707
FL,Seminole County,South,1,6.618,23.389,34.147,35.846,4.3,2.3978952727983707
FL,Sumter County,South,3,9.471,30.352,30.361,29.817,7.1,2.3978952727983707
FL,Suwannee County,South,6,20.864,40.042,27.056,12.038,4.9,2.995732273553991
FL,Taylor County,South,6,21.293,41.054,27.825,9.828,5.4,3.1354942159291497
FL,Union County,South,6,25.639,39.636,27.124,7.601,4.3,3.2188758248682006
FL,Volusia County,South,2,10.708,33.463,33.413,22.416,5.0,2.6390573296152584
FL,Wakulla County,South,2,12.316,37.364,33.68,16.641,4.1,2.5649493574615367
FL,Walton County,South,3,15.084,26.463,32.144,26.309,4.3,2.5649493574615367
FL,Washington County,South,6,20.179,41.795,27.042,10.984,5.1,3.1354942159291497
GA,Appling County,South,7,23.625,40.767,23.69,11.918,6.4,2.995732273553991
GA,Atkinson County,South,9,32.105,40.05,21.167,6.678,5.2,3.258096538021482
GA,Bacon County,South,7,19.885,41.001,25.916,13.197,5.2,3.1354942159291497
GA,Baker County,South,3,21.246,41.531,26.223,11.0,7.7,3.332204510175204
GA,Baldwin County,South,4,18.346,37.026,26.206,18.422,6.8,3.258096538021482
GA,Banks County,South,8,24.551,42.946,21.517,10.986,4.8,2.772588722239781
GA,Barrow County,South,1,17.961,33.692,31.562,16.785,4.7,2.5649493574615367
GA,Bartow County,South,1,18.403,34.411,28.672,18.515,5.1,2.70805020110221
GA,Ben Hill County,South,7,18.833,43.123,27.491,10.553,8.2,3.258096538021482
GA,Berrien County,South,6,19.689,38.8,29.244,12.267,6.1,3.091042453358316
GA,Bibb County,South,3,15.711,32.235,27.464,24.59,5.9,3.258096538021482
GA,Bleckley County,South,6,14.827,42.328,25.12,17.725,7.9,3.091042453358316
GA,Brantley County,South,3,19.816,45.594,25.08,9.51,6.7,3.044522437723423
GA,Brooks County,South,3,21.019,38.462,28.082,12.437,5.2,3.2188758248682006
GA,Bryan County,South,2,9.571,25.774,31.318,33.336,4.9,2.302585092994046
GA,Bulloch County,South,4,13.378,27.568,30.805,28.248,5.7,3.1780538303479458
GA,Burke County,South,2,22.685,38.195,28.716,10.404,7.7,3.295836866004329
GA,Butts County,South,1,22.808,44.523,22.464,10.205,5.6,2.833213344056216
GA,Calhoun County,South,8,24.016,40.181,25.51,10.293,5.6,3.4965075614664802
GA,Camden County,South,4,8.971,32.464,35.945,22.619,5.7,2.70805020110221
GA,Candler County,South,7,24.744,35.908,25.117,14.23,4.8,3.2188758248682006
GA,Carroll County,South,1,18.888,35.162,27.765,18.185,6.0,2.70805020110221
GA,Catoosa County,South,2,14.39,31.801,34.159,19.65,4.8,2.5649493574615367
GA,Charlton County,South,6,19.138,46.322,25.551,8.988,5.6,3.295836866004329
GA,Chatham County,South,2,10.708,24.953,31.444,32.895,5.2,2.833213344056216
GA,Chattahoochee County,South,2,9.843,26.68,33.36,30.118,8.2,3.091042453358316
GA,Chattooga County,South,6,27.504,39.184,24.453,8.859,6.3,2.995732273553991
GA,Cherokee County,South,1,10.239,24.052,30.212,35.497,4.2,2.0794415416798357
GA,Clarke County,South,3,13.787,21.406,24.054,40.753,5.5,3.332204510175204
GA,Clay County,South,9,17.658,45.969,28.935,7.438,10.4,3.5553480614894135
GA,Clayton County,South,1,16.439,31.784,32.748,19.029,6.6,3.044522437723423
GA,Clinch County,South,6,23.564,38.648,23.406,14.383,6.2,3.258096538021482
GA,Cobb County,South,1,8.811,19.025,27.178,44.986,4.6,2.302585092994046
GA,Coffee County,South,7,21.253,39.549,26.114,13.084,5.8,3.1354942159291497
GA,Colquitt County,South,6,27.457,37.045,22.574,12.924,5.2,3.2188758248682006
GA,Columbia County,South,2,8.148,24.475,32.277,35.1,4.6,1.9459101490553132
GA,Cook County,South,6,23.619,39.023,23.52,13.838,5.4,3.2188758248682006
GA,Coweta County,South,1,11.394,31.176,29.346,28.085,5.0,2.302585092994046
GA,Crawford County,South,3,19.454,37.556,29.875,13.115,5.9,2.9444389791664403
GA,Crisp County,South,6,20.346,37.828,26.749,15.077,6.0,3.4011973816621555
GA,Dade County,South,2,19.918,36.117,30.168,13.798,5.0,2.772588722239781
GA,Dawson County,South,1,13.521,29.035,27.603,29.841,4.7,2.302585092994046
GA,Decatur County,South,6,20.493,33.928,28.69,16.889,6.6,3.4011973816621555
GA,DeKalb County,South,1,11.434,20.861,25.961,41.745,5.4,2.8903717578961645
GA,Dodge County,South,6,18.498,42.378,25.589,13.535,7.2,3.2188758248682006
GA,Dooly County,South,6,25.49,40.068,23.179,11.263,5.8,3.367295829986474
GA,Dougherty County,South,3,17.84,28.351,34.043,19.766,6.8,3.4339872044851463
GA,Douglas County,South,1,11.744,31.4,30.709,26.148,5.5,2.5649493574615367
GA,Early County,South,6,20.22,40.612,25.097,14.071,6.9,3.4339872044851463
GA,Echols County,South,3,33.033,35.303,23.796,7.867,4.3,3.1354942159291497
GA,Effingham County,South,2,13.798,36.901,31.022,18.279,4.8,2.302585092994046
GA,Elbert County,South,6,21.531,45.261,21.517,11.69,6.5,3.091042453358316
GA,Emanuel County,South,7,22.174,40.197,25.915,11.714,7.7,3.295836866004329
GA,Evans County,South,6,22.946,39.683,22.274,15.097,4.9,3.1780538303479458
GA,Fannin County,South,8,16.98,38.795,26.503,17.722,5.3,2.6390573296152584
GA,Fayette County,South,1,5.425,20.717,28.081,45.777,4.7,1.791759469228055
GA,Floyd County,South,3,20.267,31.036,28.897,19.801,6.0,2.772588722239781
GA,Forsyth County,South,1,7.754,17.632,26.344,48.27,4.2,1.791759469228055
GA,Franklin County,South,8,23.416,40.024,23.925,12.635,5.2,3.044522437723423
GA,Fulton County,South,1,8.677,18.073,23.444,49.806,5.4,2.772588722239781
GA,Gilmer County,South,6,19.651,35.885,26.624,17.839,5.7,2.70805020110221
GA,Glascock County,South,9,21.422,43.327,27.031,8.221,6.0,2.9444389791664403
GA,Glynn County,South,3,12.39,27.605,31.841,28.164,5.3,2.9444389791664403
GA,Gordon County,South,4,24.593,35.33,27.161,12.916,5.6,2.772588722239781
GA,Grady County,South,6,22.902,37.206,27.121,12.77,5.4,3.044522437723423
GA,Greene County,South,6,17.654,33.521,24.078,24.747,6.0,2.8903717578961645
GA,Gwinnett County,South,1,12.467,23.33,29.274,34.93,4.7,2.3978952727983707
GA,Habersham County,South,6,21.712,34.247,26.529,17.512,5.3,2.772588722239781
GA,Hall County,South,3,22.701,27.699,27.126,22.474,4.5,2.6390573296152584
GA,Hancock County,South,7,27.095,40.328,21.688,10.89,8.4,3.5263605246161616
GA,Haralson County,South,1,21.706,36.693,27.838,13.764,5.8,2.9444389791664403
GA,Harris County,South,2,10.243,26.95,36.207,26.601,4.9,2.1972245773362196
GA,Hart County,South,6,19.087,37.722,29.539,13.652,5.4,2.833213344056216
GA,Heard County,South,1,21.132,43.551,24.815,10.502,5.9,2.995732273553991
GA,Henry County,South,1,10.552,29.933,32.036,27.479,5.5,2.302585092994046
GA,Houston County,South,3,10.17,29.312,36.485,24.034,5.3,2.70805020110221
GA,Irwin County,South,7,15.283,43.47,30.097,11.149,7.8,3.1780538303479458
GA,Jackson County,South,4,18.279,33.297,29.356,19.068,4.3,2.5649493574615367
GA,Jasper County,South,1,22.822,41.223,25.592,10.363,4.8,2.833213344056216
GA,Jeff Davis County,South,7,21.623,38.543,29.086,10.748,6.3,3.1780538303479458
GA,Jefferson County,South,6,25.536,41.364,22.685,10.416,7.4,3.2188758248682006
GA,Jenkins County,South,6,22.17,39.743,25.061,13.026,7.5,3.5263605246161616
GA,Johnson County,South,7,25.745,37.601,27.964,8.69,6.1,3.367295829986474
GA,Jones County,South,3,12.47,38.085,29.213,20.232,4.8,2.4849066497880004
GA,Lamar County,South,1,16.007,38.689,28.147,17.158,6.5,2.8903717578961645
GA,Lanier County,South,3,21.771,28.738,34.09,15.401,5.8,3.1354942159291497
GA,Laurens County,South,5,17.129,44.011,23.623,15.237,6.6,3.258096538021482
GA,Lee County,South,3,11.48,28.829,35.527,24.163,4.7,2.3978952727983707
GA,Liberty County,South,3,10.344,31.485,39.272,18.9,5.8,2.70805020110221
GA,Lincoln County,South,2,16.584,42.499,27.764,13.153,5.9,2.9444389791664403
GA,Long County,South,3,12.731,34.616,37.415,15.238,5.4,2.9444389791664403
GA,Lowndes County,South,3,15.563,29.216,31.366,23.855,5.3,3.091042453358316
GA,Lumpkin County,South,6,15.756,29.013,28.245,26.985,4.8,2.772588722239781
GA,McDuffie County,South,2,20.134,39.655,26.027,14.184,7.3,3.1354942159291497
GA,McIntosh County,South,3,17.604,35.121,33.508,13.767,5.8,3.044522437723423
GA,Macon County,South,6,27.824,34.736,28.91,8.53,8.2,3.4657359027997265
GA,Madison County,South,3,17.239,39.717,27.573,15.471,4.9,2.70805020110221
GA,Marion County,South,2,21.573,38.543,28.808,11.076,7.3,3.1354942159291497
GA,Meriwether County,South,1,22.938,38.885,28.031,10.146,6.8,3.044522437723423
GA,Miller County,South,8,20.966,38.72,28.911,11.403,5.4,3.1354942159291497
GA,Mitchell County,South,6,23.447,40.832,23.727,11.994,6.6,3.4011973816621555
GA,Monroe County,South,3,15.784,35.423,26.608,22.185,5.2,2.4849066497880004
GA,Montgomery County,South,9,17.953,38.573,27.921,15.553,7.4,3.1354942159291497
GA,Morgan County,South,1,16.608,35.033,27.588,20.771,5.0,2.5649493574615367
GA,Murray County,South,3,31.215,35.791,22.129,10.865,7.1,2.8903717578961645
GA,Muscogee County,South,2,13.388,26.835,34.775,25.002,6.8,3.091042453358316
GA,Newton County,South,1,15.613,31.394,33.179,19.814,6.0,2.8903717578961645
GA,Oconee County,South,3,6.644,20.923,25.875,46.558,4.1,1.9459101490553132
GA,Oglethorpe County,South,3,20.415,36.983,25.986,16.616,4.9,2.70805020110221
GA,Paulding County,South,1,10.401,33.497,31.469,24.633,4.6,2.1972245773362196
GA,Peach County,South,3,14.925,30.908,34.017,20.151,7.0,3.044522437723423
GA,Pickens County,South,1,16.764,29.714,28.765,24.757,4.9,2.3978952727983707
GA,Pierce County,South,6,17.992,40.38,28.726,12.901,5.3,2.833213344056216
GA,Pike County,South,1,12.138,41.565,30.99,15.307,5.2,2.4849066497880004
GA,Polk County,South,4,24.289,37.225,25.502,12.984,6.1,2.9444389791664403
GA,Pulaski County,South,3,19.544,42.942,25.701,11.812,5.8,3.2188758248682006
GA,Putnam County,South,6,15.94,38.219,27.549,18.293,7.0,2.8903717578961645
GA,Quitman County,South,9,23.082,42.613,25.745,8.561,7.2,3.295836866004329
GA,Rabun County,South,7,14.444,33.041,26.18,26.336,5.9,2.833213344056216
GA,Randolph County,South,6,29.292,31.458,25.896,13.354,8.4,3.4339872044851463
GA,Richmond County,South,2,16.424,30.806,31.726,21.044,6.7,3.258096538021482
GA,Rockdale County,South,1,12.876,32.206,28.957,25.961,5.8,2.70805020110221
GA,Schley County,South,8,19.094,33.927,32.115,14.864,6.3,2.9444389791664403
GA,Screven County,South,6,18.94,40.462,26.218,14.379,7.5,3.332204510175204
GA,Seminole County,South,6,17.95,39.262,27.872,14.917,7.9,3.1354942159291497
GA,Spalding County,South,1,20.661,37.95,25.998,15.39,6.9,3.091042453358316
GA,Stephens County,South,7,18.921,37.293,26.162,17.623,5.9,3.044522437723423
GA,Stewart County,South,8,37.892,35.3,16.389,10.419,6.4,3.6635616461296463
GA,Sumter County,South,6,22.241,31.31,26.499,19.949,7.6,3.367295829986474
GA,Talbot County,South,8,21.436,44.93,20.986,12.647,6.7,3.1780538303479458
GA,Taliaferro County,South,8,32.777,45.442,13.013,8.768,6.9,3.367295829986474
GA,Tattnall County,South,6,25.907,38.56,24.167,11.366,5.3,3.4011973816621555
GA,Taylor County,South,8,23.864,35.797,29.018,11.321,7.5,3.2188758248682006
GA,Telfair County,South,7,27.31,47.959,15.607,9.125,8.3,3.4339872044851463
GA,Terrell County,South,3,26.697,29.537,31.691,12.076,6.5,3.4339872044851463
GA,Thomas County,South,4,18.072,32.762,29.636,19.53,6.2,3.044522437723423
GA,Tift County,South,5,18.78,34.467,29.232,17.52,5.4,3.091042453358316
GA,Toombs County,South,7,20.488,39.322,23.171,17.019,7.8,3.1354942159291497
GA,Towns County,South,9,10.649,31.886,32.331,25.133,6.8,2.70805020110221
GA,Treutlen County,South,7,22.751,39.548,21.208,16.493,7.7,3.295836866004329
GA,Troup County,South,4,16.351,35.513,29.379,18.757,5.1,2.995732273553991
GA,Turner County,South,6,24.554,36.468,26.701,12.277,6.5,3.4011973816621555
GA,Twiggs County,South,3,30.795,35.928,21.635,11.642,8.7,3.1780538303479458
GA,Union County,South,9,11.277,35.101,31.254,22.368,4.7,2.70805020110221
GA,Upson County,South,6,20.897,36.343,29.407,13.353,6.4,2.995732273553991
GA,Walker County,South,2,20.317,36.655,28.009,15.019,5.6,2.9444389791664403
GA,Walton County,South,1,13.301,36.588,31.529,18.583,4.9,2.5649493574615367
GA,Ware County,South,5,18.294,40.916,27.965,12.825,5.4,3.258096538021482
GA,Warren County,South,8,26.283,44.507,17.12,12.089,6.9,3.332204510175204
GA,Washington County,South,7,21.363,40.704,25.633,12.3,6.3,3.295836866004329
GA,Wayne County,South,6,17.864,40.508,28.304,13.324,6.8,3.091042453358316
GA,Webster County,South,8,22.062,44.789,23.725,9.424,8.6,3.044522437723423
GA,Wheeler County,South,9,23.423,53.383,18.257,4.938,9.0,3.6635616461296463
GA,White County,South,6,15.356,31.452,32.399,20.792,4.6,2.6390573296152584
GA,Whitfield County,South,3,31.089,28.539,26.821,13.551,6.1,2.772588722239781
GA,Wilcox County,South,8,22.582,48.986,18.902,9.53,7.2,3.4339872044851463
GA,Wilkes County,South,6,22.051,41.952,22.211,13.786,6.6,3.1354942159291497
GA,Wilkinson County,South,8,17.328,50.086,23.945,8.641,6.3,3.044522437723423
GA,Worth County,South,3,22.56,40.672,26.555,10.213,5.8,3.044522437723423
HI,Hawaii County,West,5,8.362,31.722,32.324,27.591,3.7,2.70805020110221
HI,Honolulu County,West,2,8.946,26.162,31.541,33.351,2.8,2.1972245773362196
HI,Kauai County,West,5,8.084,31.134,32.992,27.79,3.2,2.0794415416798357
HI,Maui County,West,3,8.176,31.456,34.67,25.698,3.1,2.302585092994046
ID,Ada County,West,2,5.438,21.849,35.743,36.97,3.3,2.3978952727983707
ID,Adams County,West,9,10.289,37.725,29.304,22.683,7.0,2.70805020110221
ID,Bannock County,West,3,8.052,26.516,37.901,27.532,3.6,2.833213344056216
ID,Bear Lake County,West,9,6.424,39.026,35.024,19.526,4.5,2.6390573296152584
ID,Benewah County,West,6,13.45,38.658,34.284,13.607,5.9,2.8903717578961645
ID,Bingham County,West,4,14.102,30.545,37.302,18.051,3.5,2.6390573296152584
ID,Blaine County,West,7,9.967,19.47,28.713,41.85,3.1,2.302585092994046
ID,Boise County,West,2,6.232,27.692,39.108,26.968,5.3,2.6390573296152584
ID,Bonner County,West,6,9.691,30.499,37.754,22.056,5.4,2.70805020110221
ID,Bonneville County,West,3,8.89,26.863,36.41,27.837,3.2,2.4849066497880004
ID,Boundary County,West,7,10.614,37.701,34.215,17.47,5.2,2.833213344056216
ID,Butte County,West,3,9.639,35.104,40.361,14.896,4.1,2.8903717578961645
ID,Camas County,West,9,12.131,29.393,37.947,20.529,3.7,2.302585092994046
ID,Canyon County,West,2,15.88,32.282,33.484,18.354,4.3,2.70805020110221
ID,Caribou County,West,6,7.867,35.865,38.2,18.068,3.6,2.3978952727983707
ID,Cassia County,West,7,18.132,28.362,34.943,18.563,3.0,2.6390573296152584
ID,Clark County,West,9,30.459,31.743,22.569,15.229,3.3,2.772588722239781
ID,Clearwater County,West,6,12.141,36.795,34.236,16.828,7.3,2.772588722239781
ID,Custer County,West,8,7.355,31.026,35.445,26.174,5.1,2.772588722239781
ID,Elmore County,West,6,13.745,27.762,41.931,16.563,4.1,2.6390573296152584
ID,Franklin County,West,3,10.033,32.548,37.842,19.576,3.0,2.1972245773362196
ID,Fremont County,West,6,12.645,33.884,32.599,20.872,3.3,2.833213344056216
ID,Gem County,West,2,12.675,39.821,32.231,15.272,4.7,2.8903717578961645
ID,Gooding County,West,7,23.672,33.358,28.692,14.278,3.0,2.6390573296152584
ID,Idaho County,West,6,11.551,37.052,34.503,16.894,5.7,2.772588722239781
ID,Jefferson County,West,3,12.56,29.49,37.168,20.782,3.1,2.302585092994046
ID,Jerome County,West,7,24.96,29.843,30.937,14.261,3.1,2.772588722239781
ID,Kootenai County,West,3,7.61,28.002,40.405,23.983,4.6,2.70805020110221
ID,Latah County,West,4,3.997,20.119,29.947,45.938,3.2,2.8903717578961645
ID,Lemhi County,West,7,8.473,33.356,37.123,21.048,6.1,2.8903717578961645
ID,Lewis County,West,8,10.554,34.391,39.041,16.015,6.3,2.772588722239781
ID,Lincoln County,West,9,21.56,35.788,30.827,11.825,4.4,2.5649493574615367
ID,Madison County,West,4,3.785,15.091,44.309,36.815,2.4,3.1780538303479458
ID,Minidoka County,West,7,22.042,29.099,33.978,14.881,3.2,2.772588722239781
ID,Nez Perce County,West,3,8.429,31.558,37.815,22.198,3.3,2.70805020110221
ID,Oneida County,West,8,6.412,37.795,39.445,16.348,3.6,2.5649493574615367
ID,Owyhee County,West,2,24.997,37.141,28.193,9.67,4.6,2.833213344056216
ID,Payette County,West,6,12.883,33.943,37.326,15.847,4.6,2.772588722239781
ID,Power County,West,6,20.755,36.753,27.172,15.321,4.1,2.772588722239781
ID,Shoshone County,West,6,14.34,36.97,35.867,12.822,7.1,2.9444389791664403
ID,Teton County,West,9,8.829,19.261,31.945,39.965,3.2,2.302585092994046
ID,Twin Falls County,West,5,13.144,29.272,39.439,18.145,3.3,2.70805020110221
ID,Valley County,West,8,4.459,26.582,37.985,30.974,5.4,2.302585092994046
